Date;Stock_Price;Shares;Equity;Debt;Asset
2000-02-18;316.845;12.18;3859.1721;10110;13969.1721
2000-02-21;314.377;12.18;3829.11186;10110;13939.11186
2000-02-22;313.883;12.18;3823.09494;10110;13933.09494
2000-02-23;311.909;12.18;3799.05162;10110;13909.05162
2000-02-24;319.312;12.18;3889.22016;10110;13999.22016
2000-02-25;323.754;12.18;3943.32372;10110;14053.32372
2000-02-28;318.325;12.18;3877.1985;10110;13987.1985
2000-02-29;312.896;12.18;3811.07328;10110;13921.07328
2000-03-01;305.987;12.18;3726.92166;10110;13836.92166
2000-03-02;311.909;12.18;3799.05162;10110;13909.05162
2000-03-03;315.858;12.18;3847.15044;10110;13957.15044
2000-03-06;316.845;12.18;3859.1721;10110;13969.1721
2000-03-07;314.871;12.18;3835.12878;10110;13945.12878
2000-03-08;308.948;12.18;3762.98664;10110;13872.98664
2000-03-09;305.987;12.18;3726.92166;10110;13836.92166
2000-03-10;305.494;12.18;3720.91692;10110;13830.91692
2000-03-13;301.052;12.18;3666.81336;10110;13776.81336
2000-03-14;299.571;12.18;3648.77478;10110;13758.77478
2000-03-15;296.61;12.18;3612.7098;10110;13722.7098
2000-03-16;305.987;12.18;3726.92166;10110;13836.92166
2000-03-17;306.974;12.18;3738.94332;10110;13848.94332
2000-03-20;305;12.18;3714.9;10110;13824.9
2000-03-21;310.429;12.18;3781.02522;10110;13891.02522
2000-03-22;315.858;12.18;3847.15044;10110;13957.15044
2000-03-23;315.364;12.18;3841.13352;10110;13951.13352
2000-03-24;306.974;12.18;3738.94332;10110;13848.94332
2000-03-27;302.039;12.18;3678.83502;10110;13788.83502
2000-03-28;305.987;12.18;3726.92166;10110;13836.92166
2000-03-29;313.883;12.18;3823.09494;10110;13933.09494
2000-03-30;307.468;12.18;3744.96024;10110;13854.96024
2000-03-31;308.455;12.18;3756.9819;10110;13866.9819
2000-04-03;309.442;12.18;3769.00356;10110;13879.00356
2000-04-04;307.468;12.18;3744.96024;10110;13854.96024
2000-04-05;302.039;12.18;3678.83502;10110;13788.83502
2000-04-06;303.026;12.18;3690.85668;10110;13800.85668
2000-04-07;305.987;12.18;3726.92166;10110;13836.92166
2000-04-10;304.013;12.18;3702.87834;10110;13812.87834
2000-04-11;302.039;12.18;3678.83502;10110;13788.83502
2000-04-12;305;12.18;3714.9;10110;13824.9
2000-04-13;309.442;12.18;3769.00356;10110;13879.00356
2000-04-14;304.013;12.18;3702.87834;10110;13812.87834
2000-04-17;295.129;12.18;3594.67122;10110;13704.67122
2000-04-18;296.117;12.18;3606.70506;10110;13716.70506
2000-04-19;296.61;12.18;3612.7098;10110;13722.7098
2000-04-20;296.61;12.18;3612.7098;10110;13722.7098
2000-04-25;297.104;12.18;3618.72672;10110;13728.72672
2000-04-26;297.104;12.18;3618.72672;10110;13728.72672
2000-04-27;298.584;12.18;3636.75312;10110;13746.75312
2000-04-28;302.039;12.18;3678.83502;10110;13788.83502
2000-05-02;305;12.18;3714.9;10110;13824.9
2000-05-03;300;12.18;3654;10110;13764
2000-05-04;294;12.18;3580.92;10110;13690.92
2000-05-05;297.5;12.18;3623.55;10110;13733.55
2000-05-08;297;12.18;3617.46;10110;13727.46
2000-05-09;299;12.18;3641.82;10110;13751.82
2000-05-10;300;12.18;3654;10110;13764
2000-05-11;304;12.18;3702.72;10110;13812.72
2000-05-12;306;12.18;3727.08;10110;13837.08
2000-05-15;307.5;12.18;3745.35;10110;13855.35
2000-05-16;316;12.18;3848.88;10110;13958.88
2000-05-17;313.5;12.18;3818.43;10110;13928.43
2000-05-18;313.5;12.18;3818.43;10110;13928.43
2000-05-19;314;12.18;3824.52;10110;13934.52
2000-05-22;315.5;12.18;3842.79;10110;13952.79
2000-05-23;315.5;12.18;3842.79;10110;13952.79
2000-05-24;314;12.18;3824.52;10110;13934.52
2000-05-25;313.5;12.18;3818.43;10110;13928.43
2000-05-26;309;12.18;3763.62;10110;13873.62
2000-05-29;311.5;12.18;3794.07;10110;13904.07
2000-05-30;311;12.18;3787.98;10110;13897.98
2000-05-31;311.5;12.18;3794.07;10110;13904.07
2000-06-02;313;12.18;3812.34;10110;13922.34
2000-06-05;309;12.18;3763.62;10110;13873.62
2000-06-06;306.5;12.18;3733.17;10110;13843.17
2000-06-07;311.5;12.18;3794.07;10110;13904.07
2000-06-08;305;12.18;3714.9;10110;13824.9
2000-06-09;304;12.18;3702.72;10110;13812.72
2000-06-13;306;12.18;3727.08;10110;13837.08
2000-06-14;303;12.18;3690.54;10110;13800.54
2000-06-15;301;12.18;3666.18;10110;13776.18
2000-06-16;298.5;12.18;3635.73;10110;13745.73
2000-06-19;298;12.18;3629.64;10110;13739.64
2000-06-20;295;12.18;3593.1;10110;13703.1
2000-06-21;290.5;12.18;3538.29;10110;13648.29
2000-06-22;287;12.18;3495.66;10110;13605.66
2000-06-23;285;12.18;3471.3;10110;13581.3
2000-06-26;285;12.18;3471.3;10110;13581.3
2000-06-27;282.5;12.18;3440.85;10110;13550.85
2000-06-28;279;12.18;3398.22;10110;13508.22
2000-06-29;269;12.18;3276.42;10110;13386.42
2000-06-30;272;12.18;3312.96;10110;13422.96
2000-07-03;276.5;12.18;3367.77;10110;13477.77
2000-07-04;274;12.18;3337.32;10110;13447.32
2000-07-05;270;12.18;3288.6;10110;13398.6
2000-07-06;275;12.18;3349.5;10110;13459.5
2000-07-07;267.5;12.18;3258.15;10110;13368.15
2000-07-10;269.5;12.18;3282.51;10110;13392.51
2000-07-11;275;12.18;3349.5;10110;13459.5
2000-07-12;277.5;12.18;3379.95;10110;13489.95
2000-07-13;282.5;12.18;3440.85;10110;13550.85
2000-07-14;299.5;12.18;3647.91;10110;13757.91
2000-07-17;298;12.18;3629.64;10110;13739.64
2000-07-18;297.5;12.18;3623.55;10110;13733.55
2000-07-19;298.5;12.18;3635.73;10110;13745.73
2000-07-20;297;12.18;3617.46;10110;13727.46
2000-07-21;289.5;12.18;3526.11;10110;13636.11
2000-07-24;289;12.18;3520.02;10110;13630.02
2000-07-25;287;12.18;3495.66;10110;13605.66
2000-07-26;285;12.18;3471.3;10110;13581.3
2000-07-27;283;12.18;3446.94;10110;13556.94
2000-07-28;283.5;12.18;3453.03;10110;13563.03
2000-07-31;286.5;12.18;3489.57;10110;13599.57
2000-08-02;282.5;12.18;3440.85;10110;13550.85
2000-08-03;278;12.18;3386.04;10110;13496.04
2000-08-04;283;12.18;3446.94;10110;13556.94
2000-08-07;290.5;12.18;3538.29;10110;13648.29
2000-08-08;291;12.18;3544.38;10110;13654.38
2000-08-09;290;12.18;3532.2;10110;13642.2
2000-08-10;289;12.18;3520.02;10110;13630.02
2000-08-11;287;12.18;3495.66;10110;13605.66
2000-08-14;289.5;12.18;3526.11;10110;13636.11
2000-08-15;289.5;12.18;3526.11;10110;13636.11
2000-08-16;290;12.18;3532.2;10110;13642.2
2000-08-17;289;12.18;3520.02;10110;13630.02
2000-08-18;286.5;12.18;3489.57;10110;13599.57
2000-08-21;295;12.18;3593.1;10110;13703.1
2000-08-22;287;12.18;3495.66;10110;13605.66
2000-08-23;279;12.18;3398.22;10110;13508.22
2000-08-24;273.5;12.18;3331.23;10110;13441.23
2000-08-25;278.5;12.18;3392.13;10110;13502.13
2000-08-28;276;12.18;3361.68;10110;13471.68
2000-08-29;269.5;12.18;3282.51;10110;13392.51
2000-08-30;270;12.18;3288.6;10110;13398.6
2000-08-31;269.5;12.18;3282.51;10110;13392.51
2000-09-01;267;12.18;3252.06;10110;13362.06
2000-09-04;268;12.18;3264.24;10110;13374.24
2000-09-05;267.5;12.18;3258.15;10110;13368.15
2000-09-06;271;12.18;3300.78;10110;13410.78
2000-09-07;267.5;12.18;3258.15;10110;13368.15
2000-09-08;267.5;12.18;3258.15;10110;13368.15
2000-09-11;266.5;12.18;3245.97;10110;13355.97
2000-09-12;264.5;12.18;3221.61;10110;13331.61
2000-09-13;261;12.18;3178.98;10110;13288.98
2000-09-14;257.5;12.18;3136.35;10110;13246.35
2000-09-15;260.5;12.18;3172.89;10110;13282.89
2000-09-18;257;12.18;3130.26;10110;13240.26
2000-09-19;253.5;12.18;3087.63;10110;13197.63
2000-09-20;243.75;12.18;2968.875;10110;13078.875
2000-09-21;243.5;12.18;2965.83;10110;13075.83
2000-09-22;246.75;12.18;3005.415;10110;13115.415
2000-09-25;242.75;12.18;2956.695;10110;13066.695
2000-09-26;245.5;12.18;2990.19;10110;13100.19
2000-09-27;243.25;12.18;2962.785;10110;13072.785
2000-09-28;246;12.18;2996.28;10110;13106.28
2000-09-29;247;12.18;3008.46;10110;13118.46
2000-10-02;249;12.18;3032.82;10110;13142.82
2000-10-03;251;12.18;3057.18;10110;13167.18
2000-10-04;251;12.18;3057.18;10110;13167.18
2000-10-05;257.5;12.18;3136.35;10110;13246.35
2000-10-06;257;12.18;3130.26;10110;13240.26
2000-10-09;254.5;12.18;3099.81;10110;13209.81
2000-10-10;252;12.18;3069.36;10110;13179.36
2000-10-11;248;12.18;3020.64;10110;13130.64
2000-10-12;244.5;12.18;2978.01;10110;13088.01
2000-10-13;243;12.18;2959.74;10110;13069.74
2000-10-16;242;12.18;2947.56;10110;13057.56
2000-10-17;239.75;12.18;2920.155;10110;13030.155
2000-10-18;230.75;12.18;2810.535;10110;12920.535
2000-10-19;232.5;12.18;2831.85;10110;12941.85
2000-10-20;225.25;12.18;2743.545;10110;12853.545
2000-10-23;222.75;12.18;2713.095;10110;12823.095
2000-10-24;224;12.18;2728.32;10110;12838.32
2000-10-25;232.25;12.18;2828.805;10110;12938.805
2000-10-26;223.5;12.18;2722.23;10110;12832.23
2000-10-27;226;12.18;2752.68;10110;12862.68
2000-10-30;224.25;12.18;2731.365;10110;12841.365
2000-10-31;243;12.18;2959.74;10110;13069.74
2000-11-01;252;12.18;3069.36;10110;13179.36
2000-11-02;256.5;12.18;3124.17;10110;13234.17
2000-11-03;257;12.18;3130.26;10110;13240.26
2000-11-06;251.5;12.18;3063.27;10110;13173.27
2000-11-07;249;12.18;3032.82;10110;13142.82
2000-11-08;254;12.18;3093.72;10110;13203.72
2000-11-09;254.5;12.18;3099.81;10110;13209.81
2000-11-10;246;12.18;2996.28;10110;13106.28
2000-11-13;239.5;12.18;2917.11;10110;13027.11
2000-11-14;240.25;12.18;2926.245;10110;13036.245
2000-11-15;241.5;12.18;2941.47;10110;13051.47
2000-11-16;264.5;12.18;3221.61;10110;13331.61
2000-11-17;269.5;12.18;3282.51;10110;13392.51
2000-11-20;258;12.18;3142.44;10110;13252.44
2000-11-21;254.5;12.18;3099.81;10110;13209.81
2000-11-22;260.5;12.18;3172.89;10110;13282.89
2000-11-23;265;12.18;3227.7;10110;13337.7
2000-11-24;262.5;12.18;3197.25;10110;13307.25
2000-11-27;253.5;12.18;3087.63;10110;13197.63
2000-11-28;254.5;12.18;3099.81;10110;13209.81
2000-11-29;256.5;12.18;3124.17;10110;13234.17
2000-11-30;257;12.18;3130.26;10110;13240.26
2000-12-01;258;12.18;3142.44;10110;13252.44
2000-12-04;252;12.18;3069.36;10110;13179.36
2000-12-05;266;12.18;3239.88;10110;13349.88
2000-12-06;270;12.18;3288.6;10110;13398.6
2000-12-07;270.5;12.18;3294.69;10110;13404.69
2000-12-08;278;12.18;3386.04;10110;13496.04
2000-12-11;278;12.18;3386.04;10110;13496.04
2000-12-12;274;12.18;3337.32;10110;13447.32
2000-12-13;275;12.18;3349.5;10110;13459.5
2000-12-14;266.5;12.18;3245.97;10110;13355.97
2000-12-15;266;12.18;3239.88;10110;13349.88
2000-12-18;260;12.18;3166.8;10110;13276.8
2000-12-19;256;12.18;3118.08;10110;13228.08
2000-12-20;270;12.18;3288.6;10110;13398.6
2000-12-21;261.5;12.18;3185.07;10110;13295.07
2000-12-22;260;12.18;3166.8;10110;13276.8
2000-12-27;259.5;12.18;3160.71;10110;13270.71
2000-12-28;256;12.18;3118.08;10110;13228.08
2000-12-29;258.5;12.614;3260.719;10110;13370.719
2001-01-03;255;12.614;3216.57;10110;13326.57
2001-01-04;240;12.614;3027.36;10110;13137.36
2001-01-05;238.5;12.614;3008.439;10110;13118.439
2001-01-08;240;12.614;3027.36;10110;13137.36
2001-01-09;234;12.614;2951.676;10110;13061.676
2001-01-10;230.5;12.614;2907.527;10110;13017.527
2001-01-11;234.5;12.614;2957.983;10110;13067.983
2001-01-12;230.25;12.614;2904.3735;10110;13014.3735
2001-01-15;230;12.614;2901.22;10110;13011.22
2001-01-16;237;12.614;2989.518;10110;13099.518
2001-01-17;241.5;12.614;3046.281;10110;13156.281
2001-01-18;247;12.614;3115.658;10110;13225.658
2001-01-19;251;12.614;3166.114;10110;13276.114
2001-01-22;245;12.614;3090.43;10110;13200.43
2001-01-23;261;12.614;3292.254;10110;13402.254
2001-01-24;258.5;12.614;3260.719;10110;13370.719
2001-01-25;254.5;12.614;3210.263;10110;13320.263
2001-01-26;255;12.614;3216.57;10110;13326.57
2001-01-29;242;12.614;3052.588;10110;13162.588
2001-01-30;244.5;12.614;3084.123;10110;13194.123
2001-01-31;240;12.614;3027.36;10110;13137.36
2001-02-01;234;12.614;2951.676;10110;13061.676
2001-02-02;236;12.614;2976.904;10110;13086.904
2001-02-05;241;12.614;3039.974;10110;13149.974
2001-02-06;251;12.614;3166.114;10110;13276.114
2001-02-07;253;12.614;3191.342;10110;13301.342
2001-02-08;249.5;12.614;3147.193;10110;13257.193
2001-02-09;246.25;12.614;3106.1975;10110;13216.1975
2001-02-12;243.5;12.614;3071.509;10110;13181.509
2001-02-13;240.75;12.614;3036.8205;10110;13146.8205
2001-02-14;235;12.614;2964.29;10110;13074.29
2001-02-15;234.75;12.614;2961.1365;10110;13071.1365
2001-02-16;230.25;12.614;2904.3735;10110;13014.3735
2001-02-19;225.25;12.614;2841.3035;10110;12951.3035
2001-02-20;209.75;12.614;2645.7865;10110;12755.7865
2001-02-21;214.25;12.614;2702.5495;10110;12812.5495
2001-02-22;218.75;12.614;2759.3125;10110;12869.3125
2001-02-23;220;12.614;2775.08;10110;12885.08
2001-02-26;220;12.614;2775.08;10110;12885.08
2001-02-27;212.75;12.614;2683.6285;10110;12793.6285
2001-02-28;214;12.614;2699.396;10110;12809.396
2001-03-01;199.5;12.614;2516.493;10110;12626.493
2001-03-02;198.75;12.614;2507.0325;10110;12617.0325
2001-03-05;201.25;12.614;2538.5675;10110;12648.5675
2001-03-06;204.5;12.614;2579.563;10110;12689.563
2001-03-07;201.25;12.614;2538.5675;10110;12648.5675
2001-03-08;200;12.614;2522.8;10110;12632.8
2001-03-09;202;12.614;2548.028;10110;12658.028
2001-03-12;174;12.614;2194.836;10110;12304.836
2001-03-13;176;12.614;2220.064;10110;12330.064
2001-03-14;176.5;12.614;2226.371;10110;12336.371
2001-03-15;179.5;12.614;2264.213;10110;12374.213
2001-03-16;193.25;12.614;2437.6555;10110;12547.6555
2001-03-19;190;12.614;2396.66;10110;12506.66
2001-03-20;185;12.614;2333.59;10110;12443.59
2001-03-21;179.75;12.614;2267.3665;10110;12377.3665
2001-03-22;178.25;12.614;2248.4455;10110;12358.4455
2001-03-23;181;12.614;2283.134;10110;12393.134
2001-03-26;193;12.614;2434.502;10110;12544.502
2001-03-27;193;12.614;2434.502;10110;12544.502
2001-03-28;194.25;12.614;2450.2695;10110;12560.2695
2001-03-29;193.5;12.614;2440.809;10110;12550.809
2001-03-30;177.5;12.614;2238.985;10110;12348.985
2001-04-02;158.75;12.614;2002.4725;10110;12112.4725
2001-04-03;140;12.614;1765.96;10110;11875.96
2001-04-04;144;12.614;1816.416;10110;11926.416
2001-04-05;145;12.614;1829.03;10110;11939.03
2001-04-06;133.75;12.614;1687.1225;10110;11797.1225
2001-04-09;129.25;12.614;1630.3595;10110;11740.3595
2001-04-10;126.75;12.614;1598.8245;10110;11708.8245
2001-04-11;122;12.614;1538.908;10110;11648.908
2001-04-12;118.5;12.614;1494.759;10110;11604.759
2001-04-17;113;12.614;1425.382;10110;11535.382
2001-04-18;116;12.614;1463.224;10110;11573.224
2001-04-19;109.5;12.614;1381.233;10110;11491.233
2001-04-20;109;12.614;1374.926;10110;11484.926
2001-04-23;104.5;12.614;1318.163;10110;11428.163
2001-04-24;109.5;12.614;1381.233;10110;11491.233
2001-04-25;111;12.614;1400.154;10110;11510.154
2001-04-26;122;12.614;1538.908;10110;11648.908
2001-04-27;122;12.614;1538.908;10110;11648.908
2001-04-30;125;12.614;1576.75;10110;11686.75
2001-05-02;132;12.614;1665.048;10110;11775.048
2001-05-03;124;12.614;1564.136;10110;11674.136
2001-05-04;123;12.614;1551.522;10110;11661.522
2001-05-07;126.75;12.614;1598.8245;10110;11708.8245
2001-05-08;131;12.614;1652.434;10110;11762.434
2001-05-09;131.25;12.614;1655.5875;10110;11765.5875
2001-05-10;131.75;12.614;1661.8945;10110;11771.8945
2001-05-11;130.5;12.614;1646.127;10110;11756.127
2001-05-14;125.25;12.614;1579.9035;10110;11689.9035
2001-05-15;128;12.614;1614.592;10110;11724.592
2001-05-16;129.5;12.614;1633.513;10110;11743.513
2001-05-17;131.5;12.614;1658.741;10110;11768.741
2001-05-18;130;12.614;1639.82;10110;11749.82
2001-05-21;129.75;12.614;1636.6665;10110;11746.6665
2001-05-22;131;12.614;1652.434;10110;11762.434
2001-05-23;130;12.614;1639.82;10110;11749.82
2001-05-25;130;12.614;1639.82;10110;11749.82
2001-05-28;130.25;12.614;1642.9735;10110;11752.9735
2001-05-29;128.5;12.614;1620.899;10110;11730.899
2001-05-30;126.5;12.614;1595.671;10110;11705.671
2001-05-31;124.75;12.614;1573.5965;10110;11683.5965
2001-06-01;133;12.614;1677.662;10110;11787.662
2001-06-05;136;12.614;1715.504;10110;11825.504
2001-06-06;139;12.614;1753.346;10110;11863.346
2001-06-07;141.75;12.614;1788.0345;10110;11898.0345
2001-06-08;134.25;12.614;1693.4295;10110;11803.4295
2001-06-11;118.5;12.614;1494.759;10110;11604.759
2001-06-12;118;12.614;1488.452;10110;11598.452
2001-06-13;113;12.614;1425.382;10110;11535.382
2001-06-14;104;12.614;1311.856;10110;11421.856
2001-06-15;107.5;12.614;1356.005;10110;11466.005
2001-06-18;106;12.614;1337.084;10110;11447.084
2001-06-19;104;12.614;1311.856;10110;11421.856
2001-06-20;102;12.614;1286.628;10110;11396.628
2001-06-21;95.5;12.614;1204.637;10110;11314.637
2001-06-22;91;12.614;1147.874;10110;11257.874
2001-06-25;92.5;12.614;1166.795;10110;11276.795
2001-06-26;95.35;12.614;1202.7449;10110;11312.7449
2001-06-27;95.95;12.614;1210.3133;10110;11320.3133
2001-06-28;101.5;12.614;1280.321;10110;11390.321
2001-06-29;108;12.614;1362.312;10110;11472.312
2001-07-02;105;12.614;1324.47;10110;11434.47
2001-07-03;99.5;12.614;1255.093;10110;11365.093
2001-07-04;101.5;12.614;1280.321;10110;11390.321
2001-07-05;97.7;12.614;1232.3878;10110;11342.3878
2001-07-06;92.9;12.614;1171.8406;10110;11281.8406
2001-07-09;94.5;12.614;1192.023;10110;11302.023
2001-07-10;91.85;12.614;1158.5959;10110;11268.5959
2001-07-11;91.6;12.614;1155.4424;10110;11265.4424
2001-07-12;104.25;12.614;1315.0095;10110;11425.0095
2001-07-13;106.5;12.614;1343.391;10110;11453.391
2001-07-16;104;12.614;1311.856;10110;11421.856
2001-07-17;102.75;12.614;1296.0885;10110;11406.0885
2001-07-18;120;12.614;1513.68;10110;11623.68
2001-07-19;133;12.614;1677.662;10110;11787.662
2001-07-20;131;12.614;1652.434;10110;11762.434
2001-07-23;128;12.614;1614.592;10110;11724.592
2001-07-24;122;12.614;1538.908;10110;11648.908
2001-07-25;121.5;12.614;1532.601;10110;11642.601
2001-07-26;124;12.614;1564.136;10110;11674.136
2001-07-27;131;12.614;1652.434;10110;11762.434
2001-07-30;140.25;12.614;1769.1135;10110;11879.1135
2001-07-31;135;12.614;1702.89;10110;11812.89
2001-08-01;130.5;12.614;1646.127;10110;11756.127
2001-08-02;135;12.614;1702.89;10110;11812.89
2001-08-03;133.5;12.614;1683.969;10110;11793.969
2001-08-06;132.5;12.614;1671.355;10110;11781.355
2001-08-07;133;12.614;1677.662;10110;11787.662
2001-08-08;129;12.614;1627.206;10110;11737.206
2001-08-09;122;12.614;1538.908;10110;11648.908
2001-08-10;117.5;12.614;1482.145;10110;11592.145
2001-08-13;121;12.614;1526.294;10110;11636.294
2001-08-14;121;12.614;1526.294;10110;11636.294
2001-08-15;120;12.614;1513.68;10110;11623.68
2001-08-16;117.75;12.614;1485.2985;10110;11595.2985
2001-08-17;115;12.614;1450.61;10110;11560.61
2001-08-20;113;12.614;1425.382;10110;11535.382
2001-08-21;112.25;12.614;1415.9215;10110;11525.9215
2001-08-22;111.75;12.614;1409.6145;10110;11519.6145
2001-08-23;110.25;12.614;1390.6935;10110;11500.6935
2001-08-24;112.75;12.614;1422.2285;10110;11532.2285
2001-08-27;116;12.614;1463.224;10110;11573.224
2001-08-28;108.5;12.614;1368.619;10110;11478.619
2001-08-29;109.5;12.614;1381.233;10110;11491.233
2001-08-30;99.75;12.614;1258.2465;10110;11368.2465
2001-08-31;92.55;12.614;1167.4257;10110;11277.4257
2001-09-03;85;12.614;1072.19;10110;11182.19
2001-09-04;91.15;12.614;1149.7661;10110;11259.7661
2001-09-05;90.45;12.614;1140.9363;10110;11250.9363
2001-09-06;86.1;12.614;1086.0654;10110;11196.0654
2001-09-07;83.5;12.614;1053.269;10110;11163.269
2001-09-10;78.9;12.614;995.2446;10110;11105.2446
2001-09-11;72;12.614;908.208;10110;11018.208
2001-09-12;67.35;12.614;849.5529;10110;10959.5529
2001-09-13;61.6;12.614;777.0224;10110;10887.0224
2001-09-14;58.5;12.614;737.919;10110;10847.919
2001-09-17;48.75;12.614;614.9325;10110;10724.9325
2001-09-18;47;12.614;592.858;10110;10702.858
2001-09-19;49.85;12.614;628.8079;10110;10738.8079
2001-09-20;45;12.614;567.63;10110;10677.63
2001-09-21;47;12.614;592.858;10110;10702.858
2001-09-24;52.5;12.614;662.235;10110;10772.235
2001-09-25;49.25;12.614;621.2395;10110;10731.2395
2001-09-26;49;12.614;618.086;10110;10728.086
2001-09-27;42;12.614;529.788;10110;10639.788
2001-09-28;41.05;12.614;517.8047;10110;10627.8047
2001-10-01;#N/A N/A;12.614;#VALUE!;10110;#VALUE!
2001-10-02;#N/A N/A;12.614;#VALUE!;10110;#VALUE!
2001-10-03;6.5;12.614;81.991;10110;10191.991
2001-10-04;6.1;12.614;76.9454;10110;10186.9454
2001-10-05;5.63;12.614;71.01682;10110;10181.01682
2001-10-08;5.75;12.614;72.5305;10110;10182.5305
2001-10-09;5.09;12.614;64.20526;10110;10174.20526
2001-10-10;5.31;12.614;66.98034;10110;10176.98034
2001-10-11;6.99;12.614;88.17186;10110;10198.17186
2001-10-12;6.65;12.614;83.8831;10110;10193.8831
2001-10-15;5.95;12.614;75.0533;10110;10185.0533
2001-10-16;5.73;12.614;72.27822;10110;10182.27822
2001-10-17;5.6;12.614;70.6384;10110;10180.6384
2001-10-18;5.6;12.614;70.6384;10110;10180.6384
2001-10-19;5.84;12.614;73.66576;10110;10183.66576
2001-10-22;6.02;12.614;75.93628;10110;10185.93628
2001-10-23;6.65;12.614;83.8831;10110;10193.8831
2001-10-24;6.33;12.614;79.84662;10110;10189.84662
2001-10-25;5.7;12.614;71.8998;10110;10181.8998
2001-10-26;5.62;12.614;70.89068;10110;10180.89068
2001-10-29;5.44;12.614;68.62016;10110;10178.62016
2001-10-30;5.23;12.614;65.97122;10110;10175.97122
2001-10-31;4.76;12.614;60.04264;10110;10170.04264
2001-11-01;3.85;12.614;48.5639;10110;10158.5639
2001-11-02;3.85;12.614;48.5639;10110;10158.5639
2001-11-05;3.91;12.614;49.32074;10110;10159.32074
2001-11-06;3.64;12.614;45.91496;10110;10155.91496
2001-11-07;3.45;12.614;43.5183;10110;10153.5183
2001-11-08;3.45;12.614;43.5183;10110;10153.5183
2001-11-09;3.37;12.614;42.50918;10110;10152.50918
2001-11-12;3.8;12.614;47.9332;10110;10157.9332
2001-11-13;3.75;12.614;47.3025;10110;10157.3025
2001-11-14;3.95;12.614;49.8253;10110;10159.8253
2001-11-15;4.6;12.614;58.0244;10110;10168.0244
2001-11-16;4.4;12.614;55.5016;10110;10165.5016
2001-11-19;5;12.614;63.07;10110;10173.07
2001-11-20;4.65;12.614;58.6551;10110;10168.6551
2001-11-21;4.31;12.614;54.36634;10110;10164.36634
2001-11-22;4.15;12.614;52.3481;10110;10162.3481
2001-11-23;4.16;12.614;52.47424;10110;10162.47424
2001-11-26;4.23;12.614;53.35722;10110;10163.35722
2001-11-27;4.3;12.614;54.2402;10110;10164.2402
2001-11-28;4.34;12.614;54.74476;10110;10164.74476
2001-11-29;4.55;12.614;57.3937;10110;10167.3937
2001-11-30;4.34;12.614;54.74476;10110;10164.74476
2001-12-03;4;12.614;50.456;10110;10160.456
2001-12-04;3.9;12.614;49.1946;10110;10159.1946
2001-12-05;3.75;12.614;47.3025;10110;10157.3025
2001-12-06;3.8;12.614;47.9332;10110;10157.9332
2001-12-07;3.5;12.614;44.149;10110;10154.149
2001-12-10;2.85;12.614;35.9499;10110;10145.9499
2001-12-11;2.58;12.614;32.54412;10110;10142.54412
2001-12-12;2.48;12.614;31.28272;10110;10141.28272
2001-12-13;2.5;12.614;31.535;10110;10141.535
2001-12-14;2.18;12.614;27.49852;10110;10137.49852
2001-12-17;2.1;12.614;26.4894;10110;10136.4894
2001-12-18;1.71;12.614;21.56994;10110;10131.56994
2001-12-19;1.85;12.614;23.3359;10110;10133.3359
2001-12-20;2.1;12.614;26.4894;10110;10136.4894
2001-12-21;2.2;12.614;27.7508;10110;10137.7508
2001-12-27;2.05;12.614;25.8587;10110;10135.8587
2001-12-28;2;12.614;25.228;10110;10135.228
2002-01-02;2;12.614;25.228;10110;10135.228
2002-01-03;1.92;12.614;24.21888;10110;10134.21888
2002-01-04;1.94;12.614;24.47116;10110;10134.47116
2002-01-07;1.91;12.614;24.09274;10110;10134.09274
2002-01-08;2.05;12.614;25.8587;10110;10135.8587
2002-01-09;2.2;12.614;27.7508;10110;10137.7508
2002-01-10;2.3;12.614;29.0122;10110;10139.0122
2002-01-11;2.3;12.614;29.0122;10110;10139.0122
2002-01-14;1.4;12.614;17.6596;10110;10127.6596
2002-01-15;0.8;12.614;10.0912;10110;10120.0912
2002-01-16;0.65;12.614;8.1991;10110;10118.1991
2002-01-17;0.51;12.614;6.43314;10110;10116.43314
2002-01-18;0.47;12.614;5.92858;10110;10115.92858
2002-01-21;0.45;12.614;5.6763;10110;10115.6763
2002-01-22;0.43;12.614;5.42402;10110;10115.42402
2002-01-23;0.41;12.614;5.17174;10110;10115.17174
2002-01-24;0.21;12.614;2.64894;10110;10112.64894
2002-01-25;0.22;12.614;2.77508;10110;10112.77508
2002-01-28;0.2;12.614;2.5228;10110;10112.5228
2002-01-29;0.22;12.614;2.77508;10110;10112.77508
2002-01-30;0.11;12.614;1.38754;10110;10111.38754
2002-01-31;0.1;12.614;1.2614;10110;10111.2614
